State,Measure,Sector,Year,Pivot Field Names,Value
South Dakota,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",6.5
South Dakota,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",15.3
South Dakota,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",0.8
South Dakota,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",3
South Dakota,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",3.7
South Dakota,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",1.1
South Dakota,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",6.7
South Dakota,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",14.1
South Dakota,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",0.7
South Dakota,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",1.9
South Dakota,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",3.8
South Dakota,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",0.9
South Dakota,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",6.8
South Dakota,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",14.9
South Dakota,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",0.7
South Dakota,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",2.6
South Dakota,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",3.8
South Dakota,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",1
South Dakota,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",6.8
South Dakota,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",14.7
South Dakota,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",0.8
South Dakota,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",2.5
South Dakota,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",3.8
South Dakota,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",1
South Dakota,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",6.6
Tennessee,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",99.1
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",3.5
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",47.5
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",16.1
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",3.2
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",28.8
Tennessee,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",101.6
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",4.4
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",46.5
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",17.4
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",2.9
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",30.4
Tennessee,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",104.4
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",3.4
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",47.6
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",17.5
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",3.3
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",32.6
Tennessee,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",117.6
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",3.6
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",54.5
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",18.5
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",4.1
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",36.9
Tennessee,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",126.6
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",3.9
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",59.3
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",17.4
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",4.8
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",41.2
Tennessee,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",124.9
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",3.5
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",55.5
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",16.5
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",4.4
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",45
Tennessee,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",109.4
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",3.9
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",43.8
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",14.8
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",4.8
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",42.1
Tennessee,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",105.9
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",3.6
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",41
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",15.2
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",4.1
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",42
Tennessee,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",99.5
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",3.1
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",37.7
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",15
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",3.2
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",40.5
Tennessee,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",98
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",3.5
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",33.9
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",15.8
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",4.2
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",40.6
Tennessee,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",103.6
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",3.8
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",37.5
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",15.9
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",4.8
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",41.6
Tennessee,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",99.8
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",3.9
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",33.9
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",15.6
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",4.1
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",42.3
Tennessee,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",102.7
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",3.7
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",36.2
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",15.7
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",3.6
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",43.5
Tennessee,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",98.2
Tennessee,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",3.7
Tennessee,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",32.2
Tennessee,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",15.3
Tennessee,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",3.5
Tennessee,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",43.5
Texas,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",561.2
Texas,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",14.7
Texas,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",142.4
Texas,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",261.8
Texas,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",13.7
Texas,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",128.6
Texas,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",536.1
Texas,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",12.7
Texas,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",166.6
Texas,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",200.1
Texas,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",13.4
Texas,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",143.3
Texas,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",606.7
Texas,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",11.8
Texas,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",183.8
Texas,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",245.6
Texas,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",13
Texas,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",152.5
Texas,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",633.2
Texas,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",13
Texas,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",191.2
Texas,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",263.7
Texas,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",12.1
Texas,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",153.2
Texas,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",714.3
Texas,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",13.7
Texas,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",228.9
Texas,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",277
Texas,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",12.9
Texas,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",181.8
Texas,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",686
Texas,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",10.6
Texas,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",230.7
Texas,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",239.1
Texas,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",12
Texas,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",193.6
Texas,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",648.7
Texas,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",12.1
Texas,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",222
Texas,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",210.2
Texas,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",13.7
Texas,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",190.7
Texas,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",666.7
Texas,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",12.6
Texas,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",239.5
Texas,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",211.6
Texas,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",12
Texas,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",191
Texas,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",662
Texas,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",11.1
Texas,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",223.7
Texas,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",225.7
Texas,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",10.2
Texas,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",191.3
Texas,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",696.8
Texas,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",11.5
Texas,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",227.9
Texas,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",236.8
Texas,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",12.3
Texas,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",208.3
Texas,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",693.4
Texas,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",12.1
Texas,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",226.5
Texas,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",229.2
Texas,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",14
Texas,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",211.6
Texas,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",693.1
Texas,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",13.3
Texas,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",215.1
Texas,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",235.5
Texas,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",12.8
Texas,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",216.4
Texas,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",695.4
Texas,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",12.6
Texas,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",209
Texas,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",238.5
Texas,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",10.8
Texas,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",224.5
Texas,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",711
Texas,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",12.3
Texas,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",212.4
Texas,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",244.4
Texas,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",9.9
Texas,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",232
Utah,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",35.5
Utah,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",1.5
Utah,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",10.8
Utah,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",10.6
Utah,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",3.6
Utah,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",9
Utah,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",36.4
Utah,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",1.3
Utah,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",14.1
Utah,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",8
Utah,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",3.6
Utah,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",9.4
Utah,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",54.3
Utah,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",1.7
Utah,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",29.8
Utah,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",9.4
Utah,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",2.8
Utah,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",10.6
Utah,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",57.9
Utah,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",1.9
Utah,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",30.2
Utah,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",10.1
Utah,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",2.9
Utah,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",12.8
Utah,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",64.9
Utah,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",2.1
Utah,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",33.8
Utah,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",10.1
Utah,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",3.3
Utah,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",15.6
Utah,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",66.7
Utah,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",2.3
Utah,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",36.2
Utah,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",8.2
Utah,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",3.4
Utah,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",16.6
Utah,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",63.6
Utah,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",2.4
Utah,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",35.1
Utah,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",6.4
Utah,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",3.8
Utah,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",15.9
Utah,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",64.1
Utah,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",2.6
Utah,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",34
Utah,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",6.5
Utah,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",4
Utah,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",17
Utah,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",61.3
Utah,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",2.3
Utah,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",32.1
Utah,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",7.1
Utah,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",3.4
Utah,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",16.4
Utah,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",66.8
Utah,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",2.7
Utah,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",35.3
Utah,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",7.6
Utah,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",4.1
Utah,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",17.1
Utah,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",65.1
Utah,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",2.5
Utah,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",34.8
Utah,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",7.4
Utah,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",3.6
Utah,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",16.8
Utah,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",63.6
Utah,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",2.4
Utah,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",33.2
Utah,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",7.3
Utah,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",3.4
Utah,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",17.3
Utah,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",58.7
Utah,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",2.6
Utah,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",27.7
Utah,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",7
Utah,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",3.7
Utah,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",17.7
Utah,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",58.5
Utah,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",2.7
Utah,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",27.4
Utah,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",6.8
Utah,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",3.9
Utah,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",17.7
Vermont,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",4.7
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",0.5
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",0.1
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",0.5
Vermont,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",1.2
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",2.4
Vermont,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",5.2
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",0.5
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",0.1
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",0.5
